#{"t_start": 1680874795.764268, "env_id": null}
r,l,t
0.0,4,5.438422
0.25,4,5.440208
0.5,4,5.442153
0.0,4,5.444171
0.75,4,5.446204
0.25,4,5.448123
0.5,4,5.450203
0.75,4,5.452319
0.25,4,5.45412
0.25,4,5.456312
0.75,4,5.458166
0.75,4,5.460157
0.25,4,5.462208
0.25,4,5.464167
0.25,4,5.466259
0.75,4,5.468106
0.5,4,5.469873
0.25,4,5.471494
0.75,4,5.473065
0.75,4,5.474992
0.75,4,5.477107
0.75,4,5.479341
0.25,4,5.481551
0.75,4,5.483619
0.75,4,5.485822
0.75,4,5.488053
0.5,4,5.490304
0.5,4,5.492438
0.0,4,5.494592
0.75,4,5.49659
0.75,4,5.498454
0.25,4,5.500438
0.25,4,5.502373
0.25,4,5.504344
1.0,3,5.505823
0.75,4,5.50776
0.75,4,5.509842
0.5,4,5.511736
0.25,4,5.513922
0.25,4,5.515948
0.5,4,5.51799
0.0,4,5.519832
0.75,4,5.521663
0.25,4,5.523711
0.5,4,5.525694
0.25,4,5.527523
0.25,4,5.529203
0.0,4,5.531145
0.75,4,5.533195
0.25,4,5.535
1.0,4,5.536982
0.5,4,5.539038
0.25,4,5.541019
0.75,4,5.543099
0.75,4,5.545077
0.75,4,5.547047
0.75,4,5.548936
0.5,4,5.550938
0.0,4,5.552884
1.0,4,5.554743
0.25,4,5.556869
0.5,4,5.558914
0.5,4,5.560949
0.75,4,5.562895
0.25,4,5.56492
0.5,4,5.567059
0.25,4,5.569058
0.5,4,5.570877
0.75,4,5.572924
0.25,4,5.574891
0.0,4,5.576859
0.25,4,5.578785
0.25,4,5.580625
0.75,4,5.582494
0.25,4,5.58436
0.0,4,5.586191
0.75,4,5.588195
0.5,4,5.590224
0.75,4,5.592145
0.75,4,5.59394
0.5,4,5.595943
0.5,4,5.597968
0.75,4,5.600072
0.5,4,5.602039
0.25,4,5.604042
0.5,4,5.606122
1.0,4,5.608227
0.5,4,5.610208
0.5,4,5.612248
0.0,4,5.614166
0.25,4,5.616108
0.75,4,5.618069
0.75,4,5.620098
0.25,4,5.62205
0.25,4,5.624005
0.75,4,5.625889
0.5,4,5.627801
0.75,4,5.629671
0.5,4,5.631611
1.0,4,5.633455
0.75,4,5.635256
0.75,4,5.637058
0.0,4,5.638852
0.25,4,5.640705
0.75,4,5.642669
0.0,4,5.644505
0.25,4,5.64641
0.25,4,5.648284
0.5,4,5.650081
0.75,4,5.651888
0.75,4,5.653753
0.5,4,5.655568
0.5,4,5.657533
0.75,4,5.659478
1.0,4,5.661443
0.25,4,5.663274
0.75,4,5.665245
0.75,4,5.667134
1.0,4,5.669199
0.75,4,5.671212
0.75,4,5.673314
0.5,4,5.675284
0.25,4,5.677136
0.0,4,5.679146
0.75,4,5.681287
0.75,4,5.683238
0.5,4,5.685163
0.0,4,5.687169
0.0,4,5.689171
0.75,4,5.691017
0.5,4,5.69295
0.5,4,5.694844
0.5,4,5.696636
0.25,4,5.698522
0.25,4,5.700493
0.25,4,5.702453
0.75,4,5.704532
0.0,4,5.706368
0.0,4,5.70848
0.25,4,5.710508
0.75,4,5.712433
0.0,4,5.714604
0.75,4,5.716713
1.0,4,5.718719
0.25,4,5.720681
0.5,4,5.722678
0.5,4,5.724718
0.5,4,5.726719
0.25,4,5.728708
0.0,4,5.730758
0.0,4,5.732778
0.5,4,5.734795
0.25,4,5.736806
0.75,4,5.738685
0.75,4,5.740622
0.25,4,5.74264
0.75,4,5.744419
0.25,4,5.746371
0.25,4,5.74839
1.0,3,5.749737
0.75,4,5.751415
0.75,4,5.753142
0.25,4,5.755122
1.0,4,5.757016
0.75,4,5.758976
0.5,4,5.760905
0.75,4,5.762796
0.25,4,5.76475
0.75,4,5.766846
0.25,4,5.768967
0.25,4,5.770944
0.25,4,5.772889
0.25,4,5.774713
0.75,4,5.776508
0.5,4,5.778349
0.25,4,5.780308
0.5,4,5.782459
0.5,4,5.784274
1.0,4,5.786063
0.0,4,5.787893
0.75,4,5.789826
0.25,4,5.791795
0.25,4,5.793911
0.25,4,5.795785
1.0,3,5.797245
0.75,4,5.799331
0.75,4,5.801425
0.75,4,5.803472
0.75,4,5.805291
0.25,4,5.807229
0.25,4,5.809298
1.0,4,5.811193
0.5,4,5.813152
0.25,4,5.815011
0.75,4,5.816969
0.25,4,5.818975
0.5,4,5.820951
0.5,4,5.822969
0.0,4,5.825068
0.5,4,5.827087
0.5,4,5.828879
0.75,4,5.83086
0.75,4,5.832731
0.5,4,5.834599
0.25,4,5.836582
0.25,4,5.838626
0.5,4,5.840736
0.25,4,5.843045
0.75,4,5.84504
0.25,4,5.8471
0.5,4,5.849028
0.75,4,5.850925
0.75,4,5.853054
0.0,4,5.854908
0.25,4,5.856999
0.5,4,5.858998
0.25,4,5.861067
0.75,4,5.862987
0.5,4,5.86483
0.75,4,5.866868
0.0,4,5.868646
0.0,4,5.870603
0.25,4,5.87243
0.5,4,5.874365
0.25,4,5.87622
0.75,4,5.878077
0.75,4,5.880032
0.5,4,5.882059
1.0,4,5.884092
0.75,4,5.886002
0.75,4,5.888005
0.5,4,5.890021
0.5,4,5.891896
0.5,4,5.893681
0.75,4,5.895516
0.0,4,5.897303
1.0,4,5.899374
0.0,4,5.901136
0.5,4,5.903114
0.75,4,5.90506
0.25,4,5.907008
0.75,4,5.908849
0.0,4,5.910681
0.25,4,5.912713
0.75,4,5.914554
0.75,4,5.916589
1.0,4,5.918597
0.75,4,5.920762
0.5,4,5.922843
0.75,4,5.924754
0.5,4,5.926717
1.0,4,5.928852
0.25,4,5.930696
0.75,4,5.932482
0.5,4,5.934439
0.75,4,5.936373
0.0,4,5.938327
0.25,4,5.940283
0.75,4,5.942436
1.0,3,5.94403
0.75,4,5.945946
0.75,4,5.94778
1.0,4,5.949751
0.5,4,5.951603
0.75,4,5.953447
0.75,4,5.95536
0.25,4,5.957236
0.75,4,5.959311
0.25,4,5.961265
0.75,4,5.963139
0.75,4,5.965108
0.25,4,5.966998
0.25,4,5.968933
0.25,4,5.970751
0.25,4,5.972553
0.25,4,5.974479
1.0,3,5.975984
0.75,4,5.978031
0.75,4,5.980023
0.25,4,5.98212
0.75,4,5.984089
0.25,4,6.750131
1.0,3,6.751964
0.5,4,6.754125
0.0,4,6.756437
0.75,4,6.758705
0.25,4,6.761041
0.25,4,6.763279
0.0,4,6.765325
1.0,4,6.767349
0.75,4,6.769374
0.75,4,6.771372
0.0,4,6.773575
0.75,4,6.775444
0.5,4,6.777407
0.75,4,6.779137
0.25,4,6.781163
0.25,4,6.78319
0.5,4,6.785275
0.75,4,6.787356
0.25,4,6.789407
0.0,4,6.791318
0.5,4,6.793253
0.25,4,6.795054
1.0,3,6.796633
0.25,4,6.7985
0.25,4,6.800479
0.25,4,6.802444
0.5,4,6.804429
0.25,4,6.806375
0.0,4,6.808398
0.5,4,6.81049
0.75,4,6.812324
0.25,4,6.814158
0.75,4,6.816164
0.0,4,6.818085
0.75,4,6.820048
0.75,4,6.822111
0.5,4,6.824222
0.25,4,6.826332
0.5,4,6.828368
0.25,4,6.830297
0.0,4,6.832204
0.5,4,6.834124
0.25,4,6.836145
0.0,4,6.838082
0.5,4,6.839956
1.0,4,6.84205
0.5,4,6.844206
0.5,4,6.846209
0.25,4,6.848087
0.0,4,6.849961
0.5,4,6.852096
1.0,4,6.854126
0.5,4,6.856073
0.5,4,6.85804
0.5,4,6.860027
0.0,4,6.862126
1.0,4,6.864039
0.75,4,6.866062
0.5,4,6.867969
0.25,4,6.870043
0.5,4,6.871896
0.75,4,6.873836
0.0,4,6.875909
0.5,4,6.877911
1.0,4,6.879991
0.5,4,6.881845
0.5,4,6.883604
0.0,4,6.885472
1.0,4,6.887609
0.25,4,6.889801
0.75,4,6.891746
0.0,4,6.893711
0.5,4,6.895607
0.75,4,6.897675
0.0,4,6.899587
0.75,4,6.901763
0.25,4,6.903773
0.0,4,6.905884
0.75,4,6.907879
1.0,4,6.909928
0.75,4,6.911882
0.25,4,6.913973
0.75,4,6.915979
0.25,4,6.917873
0.75,4,6.919903
0.75,4,6.921944
1.0,3,6.923404
0.25,4,6.925431
1.0,4,6.927433
1.0,4,6.929428
0.25,4,6.931604
0.75,4,6.933524
0.5,4,6.935563
0.25,4,6.93745
0.5,4,6.939469
0.0,4,6.941474
0.25,4,6.943612
0.0,4,6.945717
0.5,4,6.947863
1.0,4,6.949849
0.25,4,6.951886
1.0,4,6.953715
1.0,3,6.95514
1.0,4,6.9573
0.0,4,6.959118
0.25,4,6.961148
0.75,4,6.963227
1.0,4,6.965217
0.5,4,6.967157
0.5,4,6.969367
0.25,4,6.971452
0.75,4,6.973617
1.0,3,6.975146
0.5,4,6.977013
0.75,4,6.979004
0.0,4,6.981003
1.0,4,6.982891
0.75,4,6.984866
1.0,4,6.986813
1.0,4,6.988832
0.25,4,6.990757
0.25,4,6.992718
1.0,4,6.994555
0.75,4,6.99658
1.0,4,6.998612
0.75,4,7.000531
0.25,4,7.00257
0.25,4,7.004475
1.0,3,7.005944
0.0,4,7.007764
1.0,4,7.009744
0.25,4,7.011613
1.0,3,7.013241
1.0,4,7.015252
0.5,4,7.017226
0.75,4,7.01909
0.5,4,7.021075
0.5,4,7.023136
1.0,4,7.025116
0.5,4,7.02711
0.75,4,7.028996
0.5,4,7.030968
0.5,4,7.0329
0.75,4,7.034753
1.0,4,7.036795
0.0,4,7.038845
0.75,4,7.040796
0.25,4,7.042611
0.5,4,7.044627
0.75,4,7.046616
0.0,4,7.048605
0.25,4,7.050584
1.0,4,7.052562
0.5,4,7.054597
0.75,4,7.056554
1.0,4,7.058472
0.5,4,7.06031
0.25,4,7.06209
0.75,4,7.064234
0.25,4,7.066199
0.25,4,7.06813
1.0,3,7.06952
0.25,4,7.071359
0.25,4,7.07325
0.75,4,7.075178
0.5,4,7.076952
0.25,4,7.078976
0.0,4,7.081056
0.0,4,7.083099
1.0,3,7.08456
0.75,4,7.086429
0.25,4,7.088522
0.25,4,7.090466
0.5,4,7.092574
0.5,4,7.094536
0.0,4,7.096367
0.75,4,7.098364
0.5,4,7.100287
1.0,4,7.102292
0.5,4,7.10429
0.5,4,7.106087
0.75,4,7.108213
0.25,4,7.1102
0.25,4,7.112001
0.5,4,7.113918
0.75,4,7.115975
1.0,4,7.118099
0.75,4,7.11992
0.75,4,7.12203
0.5,4,7.123974
0.0,4,7.12581
0.25,4,7.1277
1.0,3,7.129168
1.0,3,7.130702
0.0,4,7.132677
1.0,4,7.134652
0.75,4,7.136582
0.25,4,7.138405
1.0,3,7.139756
1.0,4,7.141697
0.5,4,7.143729
0.25,4,7.145609
0.25,4,7.147583
1.0,4,7.149601
0.0,4,7.151562
1.0,4,7.153585
1.0,3,7.155172
0.25,4,7.157139
0.0,4,7.158957
1.0,4,7.160964
1.0,3,7.162618
0.0,4,7.164606
0.5,4,7.166662
0.25,4,7.1685
0.5,4,7.170298
0.0,4,7.172171
0.5,4,7.174181
1.0,3,7.175765
0.0,4,7.17781
0.25,4,7.179606
0.25,4,7.18156
0.25,4,7.183476
0.25,4,7.185212
0.25,4,7.187289
0.75,4,7.189182
0.5,4,7.191044
0.75,4,7.192844
0.75,4,7.194818
1.0,3,7.196444
0.75,4,7.198263
1.0,4,7.200443
0.25,4,7.202504
0.75,4,7.204485
0.75,4,7.206355
0.75,4,7.20836
1.0,3,7.209731
0.75,4,7.211793
1.0,3,7.213334
1.0,4,7.215389
0.75,4,7.217438
0.5,4,7.219321
0.5,4,7.221456
0.75,4,7.223562
0.5,4,7.225373
0.25,4,7.227209
0.25,4,7.22924
1.0,4,7.231147
1.0,4,7.233083
0.75,4,7.235158
0.0,4,7.236959
0.25,4,7.238937
0.0,4,7.240731
0.75,4,7.242738
1.0,4,7.244821
1.0,3,7.246423
0.0,4,7.248198
0.25,4,7.250278
0.75,4,7.252282
0.5,4,7.254248
0.75,4,7.256205
0.25,4,7.258109
1.0,3,7.259762
0.5,4,7.261633
0.0,4,7.263776
0.75,4,7.265679
0.0,4,7.267579
1.0,3,7.26892
1.0,3,7.270498
0.25,4,7.272467
0.75,4,7.274722
0.75,4,7.27678
0.25,4,7.278779
0.5,4,7.280716
1.0,4,7.282516
1.0,3,7.284038
0.75,4,7.286245
0.25,4,7.288242
0.75,4,7.290015
0.25,4,7.291825
0.5,4,7.2937
0.5,4,7.295615
0.75,4,7.297725
1.0,3,7.299158
0.0,4,7.301045
1.0,3,7.302613
0.25,4,7.304588
0.0,4,7.306764
1.0,4,7.308855
0.75,4,7.310878
1.0,4,7.312961
0.75,4,7.314846
0.75,4,7.316855
1.0,4,7.318878
0.25,4,7.320777
0.25,4,7.32264
1.0,4,7.324858
0.75,4,7.326841
1.0,4,7.328849
0.75,4,7.330741
1.0,4,7.332507
1.0,4,7.334527
0.75,4,7.336617
0.5,4,7.338647
0.25,4,7.340677
1.0,3,7.342179
1.0,3,7.343675
1.0,4,7.345826
1.0,4,7.347714
0.5,4,7.349669
1.0,3,7.351046
0.0,4,7.352818
1.0,3,7.354254
0.5,4,7.356011
0.5,4,7.357801
1.0,3,7.359248
1.0,3,7.360636
0.25,4,7.362653
0.75,4,7.364634
0.25,4,7.366481
0.5,4,7.368498
0.75,4,7.370443
0.25,4,7.372478
0.5,4,7.374617
0.5,4,7.376486
0.75,4,7.378447
1.0,3,7.380059
0.5,4,7.382227
1.0,3,7.383743
0.25,4,7.385611
1.0,4,7.387463
0.5,4,7.389246
0.25,4,7.390993
0.25,4,7.392898
0.0,4,7.394985
0.0,4,7.397003
0.5,4,7.399051
0.75,4,7.400909
0.25,4,7.402831
0.5,4,7.404583
0.5,4,7.406599
0.0,4,7.408526
0.25,4,7.410258
0.0,4,7.412275
0.25,4,7.414256
0.25,4,7.416047
0.75,4,7.417798
0.25,4,7.419482
0.5,4,7.421271
0.25,4,7.425618
0.0,4,7.427606
0.5,4,7.429683
0.75,4,7.43182
0.25,4,7.433665
0.25,4,7.435648
1.0,4,7.437551
0.0,4,7.439605
0.75,4,7.441569
0.75,4,7.443511
0.25,4,7.445319
1.0,4,7.447298
0.75,4,7.449182
0.25,4,7.450868
1.0,4,7.452634
0.75,4,7.454581
0.5,4,7.456416
0.25,4,7.458336
1.0,4,7.460272
1.0,4,7.462391
0.25,4,7.464237
1.0,4,7.466124
0.0,4,7.467905
0.5,4,7.469623
0.5,4,7.471226
0.75,4,7.47288
0.25,4,7.475097
1.0,3,7.476589
0.25,4,7.478779
0.75,4,7.4811
0.25,4,7.483288
0.5,4,7.485376
1.0,4,7.487442
1.0,3,7.488877
1.0,3,7.490229
0.25,4,7.492199
0.75,4,7.494275
0.75,4,7.496123
0.5,4,7.498062
0.75,4,7.500238
0.5,4,7.502302
0.5,4,7.504331
0.25,4,7.506271
0.0,4,7.508262
1.0,4,7.510217
0.25,4,7.51214
0.75,4,7.514091
0.0,4,7.516328
0.75,4,7.518222
0.0,4,7.520178
0.25,4,7.522076
1.0,4,7.524019
0.25,4,7.52605
0.0,4,7.527815
0.75,4,7.529888
0.25,4,7.531738
1.0,3,7.533269
0.25,4,7.535203
1.0,4,7.536943
0.5,4,7.53892
1.0,3,7.540159
1.0,3,7.541542
0.25,4,7.543421
1.0,4,7.545336
1.0,3,7.546726
0.0,4,7.548655
0.0,4,7.550328
0.25,4,7.552207
0.5,4,7.55405
0.25,4,7.55585
0.75,4,7.55792
0.75,4,7.559804
0.25,4,7.561677
0.25,4,7.563519
0.5,4,7.56514
0.0,4,7.566941
0.75,4,7.569163
0.75,4,7.570899
0.75,4,7.572789
0.25,4,7.574575
0.75,4,7.576206
0.5,4,7.577798
0.0,4,7.579675
0.0,4,7.581554
0.75,4,7.584076
1.0,3,7.585515
1.0,3,7.587404
1.0,3,7.589132
0.5,4,7.591411
0.75,4,7.593621
0.25,4,7.595851
0.0,4,7.598116
0.75,4,7.600187
1.0,4,7.602483
0.75,4,7.604608
0.25,4,7.606652
0.25,4,7.608489
1.0,3,7.609947
0.5,4,7.611948
1.0,3,7.613487
0.5,4,7.615554
1.0,3,7.61699
0.75,4,7.618753
0.75,4,7.620693
0.75,4,7.622864
1.0,4,7.624993
0.5,4,7.627083
0.0,4,7.628954
0.25,4,7.631027
0.25,4,7.632972
0.5,4,7.635026
0.75,4,7.637049
0.5,4,7.63894
0.25,4,7.641063
1.0,4,7.643222
0.75,4,7.645384
1.0,4,7.647371
1.0,3,7.648729
1.0,4,7.650904
0.75,4,7.6527
1.0,4,7.654682
1.0,4,7.656593
0.5,4,7.658524
1.0,3,7.659933
0.75,4,7.661745
1.0,3,7.66324
1.0,4,7.665252
0.75,4,7.667221
1.0,3,7.668719
0.0,4,7.670859
0.25,4,7.672731
1.0,4,7.674749
0.75,4,7.676738
0.25,4,7.678734
0.25,4,7.680862
0.75,4,7.682853
0.5,4,7.684818
0.25,4,7.687015
0.0,4,7.68914
0.75,4,7.691198
0.75,4,7.693248
1.0,4,7.695284
0.25,4,7.6974
0.75,4,7.699482
0.5,4,7.701618
0.75,4,7.703776
0.25,4,7.705815
0.25,4,7.707846
0.75,4,7.709774
1.0,4,7.711811
1.0,4,7.713886
0.75,4,7.715884
0.75,4,7.717884
0.75,4,7.719824
1.0,4,7.721877
0.5,4,7.723991
0.75,4,7.725987
1.0,4,7.727787
0.5,4,7.7295
0.25,4,7.731403
0.75,4,7.733193
1.0,4,7.735161
1.0,4,7.737135
1.0,4,7.73915
0.0,4,7.741072
1.0,4,7.742831
1.0,4,7.744917
1.0,4,7.74687
0.0,4,7.748833
0.0,4,7.750826
0.5,4,7.752673
0.25,4,7.754672
0.5,4,7.75667
0.5,4,7.758645
0.0,4,7.760632
0.25,4,7.762704
0.5,4,8.529634
1.0,4,8.531904
1.0,3,8.533647
1.0,3,8.535406
1.0,3,8.537012
1.0,3,8.5386
0.0,4,8.540787
1.0,4,8.542926
1.0,4,8.54489
0.5,4,8.547046
0.5,4,8.549027
0.25,4,8.550867
1.0,4,8.552731
1.0,3,8.554236
1.0,3,8.555745
0.5,4,8.557714
0.75,4,8.559737
0.75,4,8.561655
0.25,4,8.563732
0.25,4,8.565626
0.75,4,8.567421
1.0,4,8.569279
1.0,4,8.57115
1.0,3,8.572443
0.25,4,8.574339
0.5,4,8.576277
0.75,4,8.578257
1.0,3,8.579555
0.75,4,8.581389
0.5,4,8.583405
0.25,4,8.585353
0.25,4,8.58742
1.0,4,8.589438
0.5,4,8.591384
0.75,4,8.593139
1.0,4,8.595097
0.5,4,8.596888
0.25,4,8.598747
0.75,4,8.600626
1.0,3,8.602122
0.75,4,8.604117
0.75,4,8.605969
1.0,4,8.607859
0.75,4,8.609878
0.0,4,8.611995
0.75,4,8.613804
0.5,4,8.61552
0.25,4,8.617549
0.75,4,8.619503
1.0,4,8.621512
1.0,4,8.623615
1.0,3,8.625238
1.0,4,8.627229
1.0,4,8.629341
0.0,4,8.631315
0.75,4,8.633322
0.5,4,8.635246
0.25,4,8.637143
1.0,3,8.638797
1.0,3,8.640391
1.0,3,8.641798
0.25,4,8.643541
1.0,4,8.645215
1.0,3,8.646701
0.5,4,8.648528
0.0,4,8.650335
0.75,4,8.652358
0.75,4,8.654153
0.75,4,8.655962
0.75,4,8.657784
1.0,4,8.65978
0.0,4,8.661846
0.25,4,8.663799
0.25,4,8.665758
0.25,4,8.667674
1.0,3,8.669186
0.75,4,8.671055
1.0,4,8.672948
1.0,3,8.674442
0.25,4,8.676521
0.5,4,8.678632
1.0,4,8.680678
0.0,4,8.682632
0.75,4,8.684699
1.0,3,8.686312
0.5,4,8.688326
0.25,4,8.690188
1.0,3,8.691577
0.75,4,8.693565
0.5,4,8.695443
0.75,4,8.697435
0.0,4,8.699244
0.75,4,8.701162
0.25,4,8.703141
0.75,4,8.704907
1.0,4,8.706821
0.75,4,8.708855
1.0,3,8.710403
0.0,4,8.712258
1.0,3,8.713616
0.5,4,8.715664
0.25,4,8.717545
0.25,4,8.719466
1.0,4,8.721372
0.5,4,8.7234
0.25,4,8.725368
1.0,4,8.727292
0.75,4,8.729237
1.0,4,8.731246
0.0,4,8.733199
0.25,4,8.735182
0.75,4,8.737258
0.25,4,8.739097
0.0,4,8.741102
1.0,3,8.7425
1.0,3,8.743913
1.0,3,8.745386
0.5,4,8.747365
1.0,4,8.749341
0.25,4,8.751183
1.0,3,8.752549
1.0,3,8.753857
0.75,4,8.755663
0.75,4,8.757435
1.0,3,8.758863
0.25,4,8.760686
0.0,4,8.762529
0.75,4,8.764487
1.0,3,8.765843
0.25,4,8.767741
0.25,4,8.769633
1.0,3,8.771281
0.5,4,8.773394
1.0,3,8.775073
0.0,4,8.777109
0.75,4,8.77894
0.75,4,8.781093
1.0,3,8.782559
0.25,4,8.784613
1.0,4,8.786653
0.75,4,8.788663
0.0,4,8.790584
0.5,4,8.792576
1.0,4,8.794648
1.0,3,8.796268
0.5,4,8.798129
0.25,4,8.800096
1.0,4,8.80213
0.0,4,8.804171
1.0,3,8.805647
1.0,3,8.807339
0.5,4,8.809284
0.75,4,8.811261
0.75,4,8.813479
0.25,4,8.815324
0.5,4,8.817436
0.5,4,8.819443
0.0,4,8.821441
1.0,3,8.822837
0.75,4,8.824798
0.75,4,8.826843
0.0,4,8.828633
0.25,4,8.830591
1.0,4,8.832581
0.5,4,8.834659
0.5,4,8.836538
0.75,4,8.838451
1.0,4,8.840522
1.0,4,8.842477
1.0,4,8.844273
0.25,4,8.846191
0.25,4,8.848103
0.75,4,8.85022
0.5,4,8.852284
1.0,4,8.854332
0.25,4,8.856267
1.0,3,8.857906
0.5,4,8.859869
1.0,3,8.861366
0.5,4,8.863331
1.0,4,8.865415
1.0,4,8.867357
0.75,4,8.869181
0.75,4,8.871102
0.75,4,8.873005
1.0,3,8.874448
1.0,3,8.875834
0.75,4,8.877697
1.0,4,8.879612
0.5,4,8.88151
0.75,4,8.883409
0.5,4,8.88554
0.0,4,8.887466
0.25,4,8.889828
0.0,4,8.891868
0.0,4,8.893881
0.5,4,8.895677
0.25,4,8.89759
0.75,4,8.899493
0.75,4,8.901437
0.75,4,8.903254
1.0,3,8.904811
1.0,3,8.906472
0.5,4,8.908511
0.75,4,8.910465
1.0,4,8.912558
0.75,4,8.914658
0.75,4,8.916589
1.0,3,8.918124
1.0,4,8.919971
0.5,4,8.922023
0.5,4,8.92407
0.75,4,8.926011
0.75,4,8.928143
0.5,4,8.930059
1.0,4,8.932068
0.0,4,8.934045
0.75,4,8.936004
0.5,4,8.938071
0.75,4,8.940021
0.75,4,8.942116
1.0,4,8.944093
0.0,4,8.945985
1.0,4,8.94794
1.0,3,8.949508
1.0,3,8.950911
0.75,4,8.953085
0.0,4,8.955173
1.0,4,8.957126
0.75,4,8.959094
0.25,4,8.961167
1.0,4,8.963162
0.5,4,8.964829
0.25,4,8.966682
0.25,4,8.968685
0.75,4,8.970661
0.75,4,8.972626
1.0,3,8.974157
1.0,3,8.975577
0.0,4,8.977474
1.0,3,8.97901
0.5,4,8.980993
0.5,4,8.982931
0.25,4,8.984907
0.25,4,8.986822
0.25,4,8.988756
0.0,4,8.990465
1.0,3,8.991979
1.0,4,8.994035
1.0,4,8.99598
1.0,3,8.997512
1.0,4,8.999595
1.0,4,9.001593
0.75,4,9.003473
1.0,3,9.004897
0.5,4,9.006883
0.75,4,9.008883
0.75,4,9.010907
1.0,4,9.012816
1.0,3,9.014218
0.0,4,9.01641
1.0,3,9.018056
0.75,4,9.019932
1.0,4,9.021765
1.0,4,9.023803
1.0,4,9.025776
0.75,4,9.027589
0.75,4,9.029506
1.0,3,9.031033
1.0,3,9.032285
0.5,4,9.033994
1.0,3,9.035251
1.0,4,9.036939
0.75,4,9.038568
0.0,4,9.040412
0.25,4,9.0421
1.0,4,9.043742
0.75,4,9.045381
0.0,4,9.046979
1.0,4,9.048694
0.75,4,9.050333
0.25,4,9.052137
0.5,4,9.053876
1.0,3,9.055234
1.0,3,9.056676
1.0,3,9.058185
1.0,4,9.060071
0.5,4,9.062123
0.75,4,9.064239
1.0,3,9.06596
0.5,4,9.068083
0.5,4,9.07032
0.25,4,9.07241
1.0,3,9.073919
0.25,4,9.07602
0.25,4,9.078013
0.0,4,9.080027
0.25,4,9.081725
1.0,4,9.083879
0.75,4,9.085744
0.25,4,9.087937
0.5,4,9.090119
1.0,3,9.09155
0.75,4,9.093398
0.75,4,9.09527
0.5,4,9.097291
0.25,4,9.099151
0.75,4,9.101075
0.0,4,9.102981
0.75,4,9.104694
0.25,4,9.107079
0.25,4,9.109581
0.0,4,9.112569
0.5,4,9.115392
0.75,4,9.118153
0.0,4,9.121448
0.75,4,9.12426
1.0,3,9.126135
0.25,4,9.128711
0.25,4,9.131379
0.5,4,9.133731
0.75,4,9.136393
1.0,4,9.138768
1.0,4,9.14144
1.0,3,9.143317
0.25,4,9.145966
0.25,4,9.148508
0.0,4,9.151194
0.75,4,9.153866
1.0,4,9.156181
1.0,4,9.158444
0.0,4,9.160828
1.0,4,9.163522
0.0,4,9.166018
0.75,4,9.168323
0.75,4,9.170681
0.0,4,9.173138
1.0,4,9.175303
0.75,4,9.177833
0.75,4,9.180261
0.25,4,9.182523
0.5,4,9.184613
1.0,4,9.186818
0.75,4,9.189143
0.25,4,9.19134
0.75,4,9.193467
1.0,4,9.195714
0.25,4,9.197653
1.0,4,9.199269
1.0,3,9.200437
0.0,4,9.202332
1.0,3,9.203692
1.0,4,9.205653
0.25,4,9.207356
1.0,4,9.209039
0.75,4,9.210836
0.5,4,9.212738
0.25,4,9.214666
0.0,4,9.216714
1.0,4,9.218749
0.75,4,9.220844
0.5,4,9.222753
1.0,3,9.224166
1.0,3,9.225651
1.0,4,9.227598
1.0,3,9.229052
1.0,3,9.230583
0.25,4,9.232477
0.75,4,9.234294
0.75,4,9.236422
1.0,4,9.238311
0.25,4,9.240234
0.5,4,9.242367
0.25,4,9.244347
0.25,4,9.246647
1.0,4,9.248588
1.0,4,9.25046
1.0,4,9.252606
0.5,4,9.254803
0.25,4,9.256902
0.25,4,9.258834
0.75,4,9.260823
1.0,4,9.262681
0.0,4,9.26458
0.5,4,9.266689
0.5,4,9.268511
0.25,4,9.270477
1.0,3,9.272129
1.0,4,9.274149
0.75,4,9.276086
1.0,3,9.277605
0.0,4,9.279683
0.75,4,9.281591
0.75,4,9.283495
0.25,4,9.285483
1.0,4,9.287442
0.25,4,9.289322
1.0,3,9.29066
0.5,4,9.292655
0.25,4,9.294505
0.0,4,9.296375
1.0,4,9.298132
1.0,4,9.300053
1.0,4,9.301998
0.25,4,9.303969
0.0,4,9.30593
0.25,4,9.307751
0.0,4,9.309633
0.0,4,9.311712
1.0,4,9.313745
0.25,4,9.315711
1.0,3,9.317236
1.0,4,9.319277
1.0,3,9.320753
1.0,3,9.322134
0.75,4,9.324159
0.5,4,9.326185
0.5,4,9.32812
1.0,3,9.329559
0.25,4,9.331555
1.0,4,9.333524
0.75,4,9.335658
0.75,4,9.337827
1.0,4,9.339835
1.0,3,9.34123
0.0,4,9.343209
0.75,4,9.345361
0.25,4,9.34724
0.75,4,9.349117
0.25,4,9.351144
0.5,4,9.352986
0.0,4,9.355122
1.0,3,9.356739
0.5,4,9.35881
0.5,4,9.360879
1.0,4,9.362738
0.25,4,9.364733
0.25,4,9.366834
0.75,4,9.368773
1.0,4,9.370578
0.75,4,9.372535
1.0,3,9.373969
1.0,3,9.375452
0.0,4,9.377329
0.5,4,9.379266
0.5,4,9.381322
1.0,3,9.382903
0.5,4,9.384946
0.0,4,9.386865
0.75,4,9.388803
1.0,4,9.390607
0.25,4,9.3928
0.0,4,9.394892
0.5,4,9.39688
1.0,4,9.398903
0.5,4,9.400839
0.75,4,9.402921
0.0,4,9.405042
1.0,3,9.406544
1.0,4,9.408519
1.0,4,9.410699
1.0,3,9.412059
0.75,4,9.413848
0.25,4,9.415683
